Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",9-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",255,,Missing,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",0,,Malaria cases,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",1,,Malaria circumsporozoite protein rate,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",2,,Plasmodium falciparum entomological inoculation rate,,,Bites per day per person,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",3,,Human bite rate by anopheles vectors,,,Bites per day per person,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",4,,Malaria immunity,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",5,,Falciparum parasite rates,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",6,,Detectable falciparum parasite ratio (after day 10),,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",7,,Anopheles vector to host ratio,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",8,,Anopheles vector number,,,Number m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",9,,Fraction of malarial vector reproductive habitat,,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",10-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",255,,Missing,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",0,,Population density,,,Person m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",1-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",255,,Missing,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",0,,Renewable power capacity,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",1,,Renewable power production rate,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",2,,Wind power capacity,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",3,,Wind power production rate,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",4,,Solar photovoltaic (PV) power capacity,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",5,,Solar photovoltaic (PV) power production rate,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",6,,Solar non-photovoltaic (PV) power capacity,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",7,,Solar non-photovoltaic (PV) power production rate,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",8,,Concentrated solar power (CSP) power capacity,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",9,,Concentrated solar power (CSP) power production rate,,,W,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",10-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 3: renewable energy sector",255,,Missing,,,,Operational
Code table 4.3 - Type of generating process,,0,,Analysis,,,,Operational
Code table 4.3 - Type of generating process,,1,,Initialization,,,,Operational
Code table 4.3 - Type of generating process,,2,,Forecast,,,,Operational
Code table 4.3 - Type of generating process,,3,,Bias corrected forecast,,,,Operational
Code table 4.3 - Type of generating process,,4,,Ensemble forecast,,,,Operational
Code table 4.3 - Type of generating process,,5,,Probability forecast,,,,Operational
Code table 4.3 - Type of generating process,,6,,Forecast error,,,,Operational
Code table 4.3 - Type of generating process,,7,,Analysis error,,,,Operational
Code table 4.3 - Type of generating process,,8,,Observation,,,,Operational
Code table 4.3 - Type of generating process,,9,,Climatological,,,,Operational
Code table 4.3 - Type of generating process,,10,,Probability-weighted forecast,,,,Operational
Code table 4.3 - Type of generating process,,11,,Bias-corrected ensemble forecast,,,,Operational
Code table 4.3 - Type of generating process,,12,,Post-processed analysis,(see Note 1),13,,Operational
Code table 4.3 - Type of generating process,,13,,Post-processed forecast,(see Note 1),13,,Operational
Code table 4.3 - Type of generating process,,14,,Nowcast,,,,Operational
Code table 4.3 - Type of generating process,,15,,Hindcast,,,,Operational
Code table 4.3 - Type of generating process,,16,,Physical retrieval,,,,Operational
Code table 4.3 - Type of generating process,,17,,Regression analysis,,,,Operational
Code table 4.3 - Type of generating process,,18,,Difference between two forecasts,,,,Operational
Code table 4.3 - Type of generating process,,19,,First guess,,,,Operational
Code table 4.3 - Type of generating process,,20,,Analysis increment,(see Note 2),29,,Operational
Code table 4.3 - Type of generating process,,21,,Initialization increment for analysis,(see Note 3),61,,Operational
Code table 4.3 - Type of generating process,,22-191,,Reserved,,,,Operational
Code table 4.3 - Type of generating process,,192-254,,Reserved for local use,,,,Operational
Code table 4.3 - Type of generating process,,255,,Missing,,,,Operational
Code table 4.4 - Indicator of unit of time range,,0,,Minute,,,,Operational
Code table 4.4 - Indicator of unit of time range,,1,,Hour,,,,Operational
Code table 4.4 - Indicator of unit of time range,,2,,Day,,,,Operational
Code table 4.4 - Indicator of unit of time range,,3,,Month,,,,Operational
Code table 4.4 - Indicator of unit of time range,,4,,Year,,,,Operational
Code table 4.4 - Indicator of unit of time range,,5,,Decade (10 years),,,,Operational
Code table 4.4 - Indicator of unit of time range,,6,,Normal (30 years),,,,Operational
Code table 4.4 - Indicator of unit of time range,,7,,Century (100 years),,,,Operational
Code table 4.4 - Indicator of unit of time range,,8-9,,Reserved,,,,Operational
Code table 4.4 - Indicator of unit of time range,,10,,3 hours,,,,Operational
Code table 4.4 - Indicator of unit of time range,,11,,6 hours,,,,Operational
Code table 4.4 - Indicator of unit of time range,,12,,12 hours,,,,Operational
Code table 4.4 - Indicator of unit of time range,,13,,Second,,,,Operational
Code table 4.4 - Indicator of unit of time range,,14-191,,Reserved,,,,Operational
Code table 4.4 - Indicator of unit of time range,,192-254,,Reserved for local use,,,,Operational
Code table 4.4 - Indicator of unit of time range,,255,,Missing,,,,Operational
Code table 4.5 - Fixed surface types and units,,0,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,1,,Ground or water surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,2,,Cloud base level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,3,,Level of cloud tops,,,-,Operational
Code table 4.5 - Fixed surface types and units,,4,,Level of 0 °C isotherm,,,-,Operational
Code table 4.5 - Fixed surface types and units,,5,,Level of adiabatic condensation lifted from the surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,6,,Maximum wind level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,7,,Tropopause,,,-,Operational
Code table 4.5 - Fixed surface types and units,,8,,Nominal top of the atmosphere,,,-,Operational
Code table 4.5 - Fixed surface types and units,,9,,Sea bottom,,,-,Operational
Code table 4.5 - Fixed surface types and units,,10,,Entire atmosphere,,,-,Operational
Code table 4.5 - Fixed surface types and units,,11,,Cumulonimbus (CB) base,,,m,Operational
Code table 4.5 - Fixed surface types and units,,12,,Cumulonimbus (CB) top,,,m,Operational
Code table 4.5 - Fixed surface types and units,,13,,Lowest level where vertically integrated cloud cover exceeds the specified percentage (cloud base for a given percentage cloud cover),,,%,Operational
Code table 4.5 - Fixed surface types and units,,14,,Level of free convection (LFC),,,-,Operational
Code table 4.5 - Fixed surface types and units,,15,,Convective condensation level (CCL),,,-,Operational
Code table 4.5 - Fixed surface types and units,,16,,Level of neutral buoyancy or equilibrium level (LNB),,,-,Operational
Code table 4.5 - Fixed surface types and units,,17,,Departure level of the most unstable parcel of air (MUDL),,,-,Operational
Code table 4.5 - Fixed surface types and units,,18,,Departure level of a mixed layer parcel of air with specified layer depth,,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,19,,Lowest level where cloud cover exceeds the specified percentage,(see Note 9),149,%,Operational
Code table 4.5 - Fixed surface types and units,,20,,Isothermal level,,,K,Operational
Code table 4.5 - Fixed surface types and units,,21,,Lowest level where mass density exceeds the specified value (base for a given threshold of mass density),,,kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,22,,Highest level where mass density exceeds the specified value (top for a given threshold of mass density),,,kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,23,,Lowest level where air concentration exceeds the specified value (base for a given threshold of air concentration),,,Bq m-3,Operational
Code table 4.5 - Fixed surface types and units,,24,,Highest level where air concentration exceeds the specified value (top for a given threshold of air concentration),,,Bq m-3,Operational
Code table 4.5 - Fixed surface types and units,,25,,Highest level where radar reflectivity exceeds the specified value (echo top for a given threshold of reflectivity),,,dBZ,Operational
Code table 4.5 - Fixed surface types and units,,26,,Convective cloud layer base,,,m,Operational
Code table 4.5 - Fixed surface types and units,,27,,Convective cloud layer top,,,m,Operational
Code table 4.5 - Fixed surface types and units,,28-29,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,30,,Specified radius from the centre of the Sun,,,m,Operational
Code table 4.5 - Fixed surface types and units,,31,,Solar photosphere,,,,Operational
Code table 4.5 - Fixed surface types and units,,32,,Ionospheric D-region level,,,,Operational
Code table 4.5 - Fixed surface types and units,,33,,Ionospheric E-region level,,,,Operational
Code table 4.5 - Fixed surface types and units,,34,,Ionospheric F1-region level,,,,Operational
Code table 4.5 - Fixed surface types and units,,35,,Ionospheric F2-region level,,,,Operational
Code table 4.5 - Fixed surface types and units,,36-99,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,100,,Isobaric surface,,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,101,,Mean sea level,,,,Operational
Code table 4.5 - Fixed surface types and units,,102,,Specific altitude above mean sea level,,,m,Operational
Code table 4.5 - Fixed surface types and units,,103,,Specified height level above ground,,,m,Operational
Code table 4.5 - Fixed surface types and units,,104,,Sigma level,,,"""sigma"" value",Operational
Code table 4.5 - Fixed surface types and units,,105,,Hybrid level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,106,,Depth below land surface,,,m,Operational
Code table 4.5 - Fixed surface types and units,,107,,Isentropic (theta) level,,,K,Operational
Code table 4.5 - Fixed surface types and units,,108,,Level at specified pressure difference from ground to level,,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,109,,Potential vorticity surface,,,K m2 kg-1 s-1,Operational
Code table 4.5 - Fixed surface types and units,,110,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,111,,Eta level,(see Note 1),85,-,Operational
Code table 4.5 - Fixed surface types and units,,112,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,113,,Logarithmic hybrid level,,,,Operational
Code table 4.5 - Fixed surface types and units,,114,,Snow level,,,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,115,,Sigma height level,(see Note 4),74,-,Operational
Code table 4.5 - Fixed surface types and units,,116,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,117,,Mixed layer depth,,,m,Operational
Code table 4.5 - Fixed surface types and units,,118,,Hybrid height level,(see Note 2),54,-,Operational
Code table 4.5 - Fixed surface types and units,,119,,Hybrid pressure level,(see Note 3),55,-,Operational
Code table 4.5 - Fixed surface types and units,,120-149,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,150,,Generalized vertical height coordinate,(see Note 5),84,,Operational
Code table 4.5 - Fixed surface types and units,,151,,Soil level,(see Note 6),100,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,152,,Sea-ice level,(see Note 8),99,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,153-159,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,160,,Depth below sea level,,,m,Operational
Code table 4.5 - Fixed surface types and units,,161,,Depth below water surface,,,m,Operational
Code table 4.5 - Fixed surface types and units,,162,,Lake or river bottom,,,-,Operational
Code table 4.5 - Fixed surface types and units,,163,,Bottom of sediment layer,,,-,Operational
Code table 4.5 - Fixed surface types and units,,164,,Bottom of thermally active sediment layer,,,-,Operational
Code table 4.5 - Fixed surface types and units,,165,,Bottom of sediment layer penetrated by thermal wave,,,-,Operational
Code table 4.5 - Fixed surface types and units,,166,,Mixing layer,,,-,Operational
Code table 4.5 - Fixed surface types and units,,167,,Bottom of root zone,,,-,Operational
Code table 4.5 - Fixed surface types and units,,168,,Ocean model level,,,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,169,,Ocean level defined by water density (sigma-theta) difference from near-surface to level,(see Note 7),18,kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,170,,Ocean level defined by water potential temperature difference from near-surface to level,(see Note 7),18,K,Operational
Code table 4.5 - Fixed surface types and units,,171,,Ocean level defined by vertical eddy diffusivity difference from near-surface to level,(see Note 7),18,m2 s-1,Operational
Code table 4.5 - Fixed surface types and units,,172,,Ocean level defined by water density (rho) difference from near-surface to level,,,m,Operational
Code table 4.5 - Fixed surface types and units,,173,,"Top of snow over sea ice on sea, lake or river",,,-,Operational
Code table 4.5 - Fixed surface types and units,,174,,"Top surface of ice on sea, lake or river",,,-,Operational
Code table 4.5 - Fixed surface types and units,,175,,"Top surface of ice, under snow cover, on sea, lake or river",,,-,Operational
Code table 4.5 - Fixed surface types and units,,176,,"Bottom surface (underside) ice on sea, lake or river",,,-,Operational
Code table 4.5 - Fixed surface types and units,,177,,Deep soil (of indefinite depth),,,-,Operational
Code table 4.5 - Fixed surface types and units,,178,,Reserved,,,-,Operational
Code table 4.5 - Fixed surface types and units,,179,,Top surface of glacier ice and inland ice,,,-,Operational
Code table 4.5 - Fixed surface types and units,,180,,Deep inland or glacier ice (of indefinite depth),,,-,Operational
Code table 4.5 - Fixed surface types and units,,181,,Grid tile land fraction as a model surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,182,,Grid tile water fraction as a model surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,183,,"Grid tile ice fraction on sea, lake or river as a model surface",,,-,Operational
Code table 4.5 - Fixed surface types and units,,184,,Grid tile glacier ice and inland ice fraction as a model surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,185,,Roof level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,186,,Wall level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,187,,Road level,,,-,Operational
Code table 4.5 - Fixed surface types and units,,188,,Melt pond top surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,189,,Melt pond bottom surface,,,-,Operational
Code table 4.5 - Fixed surface types and units,,190-191,,Reserved,,,,Operational
Code table 4.5 - Fixed surface types and units,,192-254,,Reserved for local use,,,,Operational
Code table 4.5 - Fixed surface types and units,,255,,Missing,,,,Operational
Code table 4.6 - Type of ensemble forecast,,0,,Unperturbed high-resolution control forecast,,,,Operational
Code table 4.6 - Type of ensemble forecast,,1,,Unperturbed low-resolution control forecast,,,,Operational
Code table 4.6 - Type of ensemble forecast,,2,,Negatively perturbed forecast,,,,Operational
Code table 4.6 - Type of ensemble forecast,,3,,Positively perturbed forecast,,,,Operational
Code table 4.6 - Type of ensemble forecast,,4,,Multi-model forecast,,,,Operational
Code table 4.6 - Type of ensemble forecast,,5-191,,Reserved,,,,Operational
Code table 4.6 - Type of ensemble forecast,,192-254,,Reserved for local use,,,,Operational
Code table 4.6 - Type of ensemble forecast,,255,,Missing,,,,Operational
Code table 4.7 - Derived forecast,,0,,Unweighted mean of all members,,,,Operational
Code table 4.7 - Derived forecast,,1,,Weighted mean of all members,,,,Operational
Code table 4.7 - Derived forecast,,2,,Standard deviation with respect to cluster mean,,,,Operational
Code table 4.7 - Derived forecast,,3,,"Standard deviation with respect to cluster mean, normalized",,,,Operational
Code table 4.7 - Derived forecast,,4,,Spread of all members,,,,Operational
Code table 4.7 - Derived forecast,,5,,Large anomaly index of all members,(see Note 1),67,,Operational
Code table 4.7 - Derived forecast,,6,,Unweighted mean of the cluster members,,,,Operational
Code table 4.7 - Derived forecast,,7,,Interquartile range (range between the 25th and 75th quantile),,,,Operational
Code table 4.7 - Derived forecast,,8,,Minimum of all ensemble members,(see Note 2),63,,Operational
Code table 4.7 - Derived forecast,,9,,Maximum of all ensemble members,(see Note 2),63,,Operational
Code table 4.7 - Derived forecast,,10,,Variance of all ensemble members,,,,Operational
Code table 4.7 - Derived forecast,,11-191,,Reserved,,,,Operational
Code table 4.7 - Derived forecast,,192-254,,Reserved for local use,,,,Operational
Code table 4.7 - Derived forecast,,255,,Missing,,,,Operational
Code table 4.8 - Clustering method,,0,,Anomaly correlation,,,,Operational
Code table 4.8 - Clustering method,,1,,Root mean square,,,,Operational
Code table 4.8 - Clustering method,,2-191,,Reserved,,,,Operational
Code table 4.8 - Clustering method,,192-254,,Reserved for local use,,,,Operational
Code table 4.8 - Clustering method,,255,,Missing,,,,Operational
Code table 4.9 - Probability type,,0,,Probability of event below lower limit,,,,Operational
Code table 4.9 - Probability type,,1,,Probability of event above upper limit,,,,Operational
Code table 4.9 - Probability type,,2,,Probability of event between lower and upper limits (the range includes the lower limit but not the upper limit),,,,Operational
Code table 4.9 - Probability type,,3,,Probability of event above lower limit,,,,Operational
Code table 4.9 - Probability type,,4,,Probability of event below upper limit,,,,Operational
Code table 4.9 - Probability type,,5,,Probability of event equal to lower limit,,,,Operational
Code table 4.9 - Probability type,,6,,Probability of event in above normal category,(see Notes 1 and 2),"7,9",,Operational
Code table 4.9 - Probability type,,7,,Probability of event in near normal category,(see Notes 1 and 2),"7,9",,Operational
Code table 4.9 - Probability type,,8,,Probability of event in below normal category,(see Notes 1 and 2),"7,9",,Operational
Code table 4.9 - Probability type,,9,,Probability based on counts of categorical boolean,(see Note 3),155,,Operational
Code table 4.9 - Probability type,,10-191,,Reserved,,,,Operational
Code table 4.9 - Probability type,,192-254,,Reserved for local use,,,,Operational
Code table 4.9 - Probability type,,255,,Missing,,,,Operational
Code table 4.10 - Type of statistical processing,,0,,Average,,,,Operational
Code table 4.10 - Type of statistical processing,,1,,Accumulation,(see Note 1),92,,Operational
Code table 4.10 - Type of statistical processing,,2,,Maximum,,,,Operational
Code table 4.10 - Type of statistical processing,,3,,Minimum,,,,Operational
Code table 4.10 - Type of statistical processing,,4,,Difference (value at the end of time range minus value at the beginning),,,,Operational
Code table 4.10 - Type of statistical processing,,5,,Root mean square,,,,Operational
Code table 4.10 - Type of statistical processing,,6,,Standard deviation,,,,Operational
Code table 4.10 - Type of statistical processing,,7,,Covariance (temporal variance),(see Note 2),93,,Operational
Code table 4.10 - Type of statistical processing,,8,,Difference (value at the start of time range minus value at the end),,,,Operational
Code table 4.10 - Type of statistical processing,,9,,Ratio,(see Note 3),97,,Operational
Code table 4.10 - Type of statistical processing,,10,,Standardized anomaly,,,,Operational
Code table 4.10 - Type of statistical processing,,11,,Summation,,,,Operational
Code table 4.10 - Type of statistical processing,,12,,Return period,,,,Operational
Code table 4.10 - Type of statistical processing,,13,,Median,,,,Operational
Code table 4.10 - Type of statistical processing,,14-99,,Reserved,,,,Operational
Code table 4.10 - Type of statistical processing,,100,,Severity,,,,Operational
Code table 4.10 - Type of statistical processing,,101,,Mode,,,,Operational
Code table 4.10 - Type of statistical processing,,102,,Index processing,(see Note 4),146,,Operational
Code table 4.10 - Type of statistical processing,,103-191,,Reserved,,,,Operational
Code table 4.10 - Type of statistical processing,,192-254,,Reserved for local use,,,,Operational
Code table 4.10 - Type of statistical processing,,255,,Missing,,,,Operational
Code table 4.11 - Type of time intervals,,0,,Reserved,,,,Operational
Code table 4.11 - Type of time intervals,,1,,"Successive times processed have same forecast time, start time of forecast is incremented",,,,Operational
Code table 4.11 - Type of time intervals,,2,,"Successive times processed have same start time of forecast, forecast time is incremented",,,,Operational
Code table 4.11 - Type of time intervals,,3,,Successive times processed have start time of forecast incremented and forecast time decremented so that valid time remains constant,,,,Operational
Code table 4.11 - Type of time intervals,,4,,Successive times processed have start time of forecast decremented and forecast time incremented so that valid time remains constant,,,,Operational
Code table 4.11 - Type of time intervals,,5,,Floating subinterval of time between forecast time and end of overall time interval,(see Note),37,,Operational
Code table 4.11 - Type of time intervals,,6-191,,Reserved,,,,Operational
Code table 4.11 - Type of time intervals,,192-254,,Reserved for local use,,,,Operational
Code table 4.11 - Type of time intervals,,255,,Missing,,,,Operational
Code table 4.12 - Operating mode,,0,,Maintenance mode,,,,Operational
Code table 4.12 - Operating mode,,1,,Clear air,,,,Operational
Code table 4.12 - Operating mode,,2,,Precipitation,,,,Operational
Code table 4.12 - Operating mode,,3-191,,Reserved,,,,Operational
Code table 4.12 - Operating mode,,192-254,,Reserved for local use,,,,Operational
Code table 4.12 - Operating mode,,255,,Missing,,,,Operational
Code table 4.13 - Quality control indicator,,0,,No quality control applied,,,,Operational
Code table 4.13 - Quality control indicator,,1,,Quality control applied,,,,Operational
Code table 4.13 - Quality control indicator,,2-191,,Reserved,,,,Operational
Code table 4.13 - Quality control indicator,,192-254,,Reserved for local use,,,,Operational
Code table 4.13 - Quality control indicator,,255,,Missing,,,,Operational
Code table 4.14 - Clutter filter indicator,,0,,No clutter filter used,,,,Operational
Code table 4.14 - Clutter filter indicator,,1,,Clutter filter used,,,,Operational
Code table 4.14 - Clutter filter indicator,,2-191,,Reserved,,,,Operational
Code table 4.14 - Clutter filter indicator,,192-254,,Reserved for local use,,,,Operational
Code table 4.14 - Clutter filter indicator,,255,,Missing,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,0,,Data is calculated directly from the source grid with no interpolation,(see Note 1),109,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,1,,Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,2,,Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,3,,Using the value from the source grid grid-point which is nearest to the nominal grid-point,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,4,,Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 2),33,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,5,,Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,6,,Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 3),72,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,7-191,,Reserved,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,192-254,,Reserved for local use,,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,255,,Missing,,,,Operational
Code table 4.16 - Quality value associated with parameter,,0,,Confidence index,(see Note 2),94,,Operational
Code table 4.16 - Quality value associated with parameter,,1,,Quality indicator,(see Note 3 and Code table 4.244),96,,Operational
Code table 4.16 - Quality value associated with parameter,,2,,Correlation of product with used calibration product,(see Note 4),95,,Operational
Code table 4.16 - Quality value associated with parameter,,3,,Standard deviation,(see Note 5),19,,Operational
Code table 4.16 - Quality value associated with parameter,,4,,Random error,(see Note 5),19,,Operational
Code table 4.16 - Quality value associated with parameter,,5,,Probability,,,,Operational
Code table 4.16 - Quality value associated with parameter,,6-191,,Reserved,,,,Operational
Code table 4.16 - Quality value associated with parameter,,192-254,,Reserved for local use,,,,Operational
Code table 4.16 - Quality value associated with parameter,,255,,Missing,,,,Operational
Code table 4.91 - Type of Interval,,0,,Smaller than first limit,,,,Operational
Code table 4.91 - Type of Interval,,1,,Greater than second limit,,,,Operational
Code table 4.91 - Type of Interval,,2,,Between first and second limit. The range includes the first limit but not the second limit,,,,Operational
Code table 4.91 - Type of Interval,,3,,Greater than first limit,,,,Operational
Code table 4.91 - Type of Interval,,4,,Smaller than second limit,,,,Operational
Code table 4.91 - Type of Interval,,5,,Smaller or equal first limit,,,,Operational
Code table 4.91 - Type of Interval,,6,,Greater or equal second limit,,,,Operational
Code table 4.91 - Type of Interval,,7,,Between first and second. The range includes the first limit and the second limit,,,,Operational
Code table 4.91 - Type of Interval,,8,,Greater or equal first limit,,,,Operational
Code table 4.91 - Type of Interval,,9,,Smaller or equal second limit,,,,Operational
Code table 4.91 - Type of Interval,,10,,Between first and second limit. The range includes the second limit but not the first limit,,,,Operational
Code table 4.91 - Type of Interval,,11,,Equal to first limit,,,,Operational
Code table 4.91 - Type of Interval,,12-191,,Reserved,,,,Operational
Code table 4.91 - Type of Interval,,192-254,,Reserved for local use,,,,Operational
Code table 4.91 - Type of Interval,,255,,Missing,,,,Operational
Code table 4.100 - Type of reference dataset,,0,,Analysis,,,,Operational
Code table 4.100 - Type of reference dataset,,1,,Forecast,,,,Operational
Code table 4.100 - Type of reference dataset,,2,,Reforecast (Hindcast),,,,Operational
Code table 4.100 - Type of reference dataset,,3,,Reanalysis,,,,Operational
Code table 4.100 - Type of reference dataset,,4,,Climate projection,,,,Operational
Code table 4.100 - Type of reference dataset,,5,,Gridded observations,,,,Operational
Code table 4.100 - Type of reference dataset,,6-191,,Reserved,,,,Operational
Code table 4.100 - Type of reference dataset,,192-254,,Reserved for local use,,,,Operational
Code table 4.100 - Type of reference dataset,,255,,Missing,,,,Operational
Code table 4.101 - Type of relationship to reference dataset,,0,,Anomaly,(see Note 1),135,,Operational
