Title_en,OctetNo,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(51+5Np),n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(52+5Np)-(55+5Np),Total number of data values missing in statistical process,,,,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(56+5Np),Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(57+5Np),Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(58+5Np),Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(59+5Np)-(62+5Np),"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(63+5Np),Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(64+5Np)-(67+5Np),"Time increment between successive fields, in units defined by the previous octet",(see Notes 5 and 6),"7,110",,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(68+5Np)-(79+5Np),"As octets (56+5Np) to (67+5Np), next innermost step of processing",,,,,Operational
"Product definition template 4.67 - average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(80+5Np)-nn,"Additional time range specifications, included in accordance with the value of n. Contents as octets (56+5Np) to (67+5Np), repeated as necessary",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,"Repeat the following 5 octets for the number of function parameters (n = 1, Np), if Np > 0",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,(59+5Np)-(70+5Np)   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,"(71+5Np)-nn   These octets are included only if n > 1, where nn = (58+5Np) + 12 x n",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",10,Parameter category,(see Code table 4.1),,4.1,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",11,Parameter number,(see Code table 4.2),,4.2,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",12-13,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",14-15,Number of modes (N) of distribution,(see Note 1),36,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",16-17,Mode number (l),,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",18-19,Type of distribution function,(see Code table 4.240 and Note 2),19,4.240,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",20,"Number of following function parameters (Np), defined by type given in octets 18-19 (Type of distribution function)",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",21+5(n-1),"List of scale factor of fixed distribution function parameter (p1-pNp), defined by type of distribution in octets 18-19",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",21+5Np,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(22+5(n-1))-(25+5(n-1)),"List of scaled value of fixed distribution function parameter (p1-pNp), defined by type of distribution in octets 18-19",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",22+5Np,Background generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",23+5Np,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(24+5Np)-(25+5Np),Hours of observational data cut-off after reference time,(see Note 3),33,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",26+5Np,Minutes of observational data cut-off after reference time,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",27+5Np,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(28+5Np)-(31+5Np),Forecast time in units defined by the previous octet,(see Note 4),111,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",32+5Np,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",33+5Np,Scale factor of first fixed surface,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(34+5Np)-(37+5Np),Scaled value of first fixed surface,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",38+5Np,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",39+5Np,Scale factor of second fixed surface,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(40+5Np)-(43+5Np),Scaled value of second fixed surface,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",44+5Np,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",45+5Np,Perturbation number,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",46+5Np,Number of forecasts in ensemble,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(47+5Np)-(48+5Np),Year - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(49+5Np),Month - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(50+5Np),Day - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(51+5Np),Hour - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(52+5Np),Minute - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(53+5Np),Second - Time of end of overall time interval,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(54+5Np),n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(55+5Np)-(58+5Np),Total number of data values missing in statistical process,,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(59+5Np),Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(60+5Np),Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(61+5Np),Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(62+5Np)-(65+5Np),"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(66+5Np),Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(67+5Np)-(70+5Np),"Time increment between successive fields, in units defined by the previous octet",(see Notes 5 and 6),"7,110",,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(71+5Np)-(82+5Np),"As octets (59+5Np) to (70+5Np), next innermost step of processing",,,,,Operational
"Product definition template 4.68 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(83+5Np)-nn,"Additional time range specifications, included in accordance with the value of n.  Contents as octets (59+5Np) to (70+5Np), repeated as necessary",,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,10,Parameter category,(see Code table 4.1),,4.1,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,11,Parameter number,(see Code table 4.2),,4.2,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,12-13,Input process identifier,(see Note 1),82,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,14-15,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,16,Type of post-processing,(see Note 3),126,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,17,Type of generating process,(see Code table 4.3),,4.3,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,18,Background generating process identifier (defined by originating centre),,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,19,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,20-21,Hours of observational data cut-off after reference time,(see Note 4),33,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,22,Minutes of observational data cut-off after reference time,,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,23,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,24-27,Forecast time in units defined by octet 23,,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,28,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,29,Scale factor of first fixed surface,,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,30-33,Scaled value of first fixed surface,,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,34,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,35,Scale factor of second fixed surface,,,,,Operational
Product definition template 4.70 - post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,36-39,Scaled value of second fixed surface,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",10,Parameter category,(see Code table 4.1),,4.1,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",11,Parameter number,(see Code table 4.2),,4.2,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",12-13,Input process identifier,(see Note 1),82,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",14-15,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",16,Type of post-processing,(see Note 3),126,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",17,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",18,Background generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",19,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",20-21,Hours after reference time of data cut-off,(see Note 4),33,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",22,Minutes after reference time of data cut-off,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",23,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",24-27,Forecast time in units defined by octet 23,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",28,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",29,Scale factor of first fixed surface,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",30-33,Scaled value of first fixed surface,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",34,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",35,Scale factor of second fixed surface,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",36-39,Scaled value of second fixed surface,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",40,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",41,Perturbation number,,,,,Operational
"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",42,Number of forecasts in ensemble,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,52-63   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"64-nn   These octets are included only if n > 1, where nn = 51 + 12 x n",,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",10,Parameter category,(see Code table 4.1),,4.1,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",11,Parameter number,(see Code table 4.2),,4.2,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",12-13,Input process identifier,(see Note 1),82,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",14-15,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",16,Type of post-processing,(see Note 3),126,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",17,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",18,Background generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",19,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",20-21,Hours after reference time of data cut-off,(see Note 4),33,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",22,Minutes after reference time of data cut-off,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",23,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",24-27,Forecast time in units defined by octet 23,(see Note 5),111,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",28,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",29,Scale factor of first fixed surface,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",30-33,Scaled value of first fixed surface,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",34,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",35,Scale factor of second fixed surface,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",36-39,Scaled value of second fixed surface,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",40-41,Year - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",42,Month - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",43,Day - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",44,Hour - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",45,Minute - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",46,Second - Time of end of overall time interval,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",47,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",48-51,Total number of data values missing in statistical process,,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",52,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",53,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",54,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",55-58,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",59,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",60-63,"Time increment between successive fields, in units defined by the previous octet",(see Notes 6 and 7),"7,106",,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",64-75,"As octets 52 to 63, next innermost step of processing",,,,,Operational
"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",76-nn,"Additional time range specifications, included in accordance with the value of n. Contents as octets 52 to 63, repeated as necessary",,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,55-66   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,"67-nn   These octets are included only if n > 1, where nn = 54 + 12 x n",,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",10,Parameter category,(see Code table 4.1),,4.1,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",11,Parameter number,(see Code table 4.2),,4.2,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",12-13,Input process identifier,(see Note 1),82,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",14-15,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",16,Type of post-processing,(see Note 3),126,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",17,Type of generating process,(see Code table 4.3),,4.3,,Operational
